SN,BodyStyle,RatingClass,Cutaway,Finish,TopWood,TopTone,TopOvertones,BackSideWood,BackTone,BackOvertones,TopFrequency,BackFrequency,FundamentalFrequency,NeckWood
918,Olympus,Bad,Yes,Gloss,Western Red Cedar,8.7,10,Macassar Ebony,6.7,4.2,181,223,102.4625,Mahogany
919,Olympus,Bad,Yes,Gloss,Western Red Cedar,8.7,10,Macassar Ebony,6.7,4.2,182,225,103.2225,Mahogany
920,Olympus,Bad,Yes,Gloss,Western Red Cedar,8.7,10,Macassar Ebony,6.7,4.2,183,224,103.225,Mahogany
921,Olympus,Good,Yes,Gloss,Western Red Cedar,8.7,10,Figured Koa,9.2,8,179,222,101.7,Mahogany
922,Olympus,Good,Yes,Gloss,Western Red Cedar,8.7,10,Figured Koa,9.2,8,180,222,101.955,Mahogany
923,Olympus,Good,Yes,Gloss,Western Red Cedar,8.7,10,Figured Koa,9.2,8,181,223,102.4625,Mahogany
924,Olympus,Good,Yes,Gloss,Western Red Cedar,8.7,10,Figured Koa,9.2,8,182,225,103.2225,Mahogany
925,Olympus,Good,Yes,Gloss,Western Red Cedar,8.7,10,Figured Koa,9.2,8,183,224,103.225,Mahogany
926,Olympus,Good,Yes,Gloss,Figured Myrtlewood,9.1,9,Figured Myrtlewood,9.4,9,179,222,101.7,Maple
927,Olympus,Good,Yes,Gloss,Figured Myrtlewood,9.1,9,Figured Myrtlewood,9.4,9,180,222,101.955,Maple
928,Olympus,Good,Yes,Gloss,Figured Myrtlewood,9.1,9,Figured Myrtlewood,9.4,9,181,223,102.4625,Maple
929,Olympus,Good,Yes,Gloss,Figured Myrtlewood,9.1,9,Figured Myrtlewood,9.4,9,182,225,103.2225,Maple
930,Olympus,Good,Yes,Gloss,Figured Myrtlewood,9.1,9,Figured Myrtlewood,9.4,9,183,224,103.225,Maple
931,Olympus,Good,Yes,Gloss,Mahogany,8.7,7,Mahogany,9,7,179,222,101.7,Mahogany
932,Olympus,Good,Yes,Gloss,Mahogany,8.7,7,Mahogany,9,7,180,222,101.955,Mahogany
933,Olympus,Good,Yes,Gloss,Mahogany,8.7,7,Mahogany,9,7,181,223,102.4625,Mahogany
934,Olympus,Good,Yes,Gloss,Mahogany,8.7,7,Mahogany,9,7,182,225,103.2225,Mahogany
935,Olympus,Good,Yes,Gloss,Mahogany,8.7,7,Mahogany,9,7,183,224,103.225,Mahogany
936,Rainier,Good,Yes,Gloss,Sitka Spruce,8.2,8.5,Figured Myrtlewood,9.4,9,175,215,90.95402299,Myrtlewood
937,Rainier,Good,Yes,Gloss,Sitka Spruce,8.2,8.5,Figured Myrtlewood,9.4,9,174,216,90.95172414,Myrtlewood
938,Rainier,Good,Yes,Gloss,Sitka Spruce,8.2,8.5,Figured Myrtlewood,9.4,9,176,214,90.95632184,Myrtlewood
939,Rainier,Good,Yes,Gloss,Sitka Spruce,8.2,8.5,Figured Myrtlewood,9.4,9,175,217,91.4183908,Myrtlewood
940,Rainier,Good,Yes,Gloss,Sitka Spruce,8.2,8.5,Figured Myrtlewood,9.4,9,173,218,91.1816092,Myrtlewood
941,Rainier,Good,Yes,Gloss,Sitka Spruce,8.2,8.5,Mahogany,9.2,8.1,175,215,90.95402299,Mahogany
942,Rainier,Good,Yes,Gloss,Sitka Spruce,8.2,8.5,Mahogany,9.2,8.1,174,216,90.95172414,Mahogany
943,Rainier,Good,Yes,Gloss,Sitka Spruce,8.2,8.5,Mahogany,9.2,8.1,176,214,90.95632184,Mahogany
944,Rainier,Good,Yes,Gloss,Sitka Spruce,8.2,8.5,Mahogany,9.2,8.1,175,217,91.4183908,Mahogany
945,Rainier,Good,Yes,Gloss,Sitka Spruce,8.2,8.5,Mahogany,9.2,8.1,173,218,91.1816092,Mahogany
946,Rainier,Good,Yes,Gloss,Sitka Spruce,8.2,8.5,Indian Rosewood,9.3,7.6,175,215,90.95402299,Mahogany
947,Rainier,Good,Yes,Gloss,Sitka Spruce,8.2,8.5,Indian Rosewood,9.3,7.6,174,216,90.95172414,Mahogany
948,Rainier,Good,Yes,Gloss,Sitka Spruce,8.2,8.5,Indian Rosewood,9.3,7.6,176,214,90.95632184,Mahogany
949,Rainier,Good,Yes,Gloss,Sitka Spruce,8.2,8.5,Indian Rosewood,9.3,7.6,175,217,91.4183908,Mahogany
950,Rainier,Good,Yes,Gloss,Sitka Spruce,8.2,8.5,Indian Rosewood,9.3,7.6,173,218,91.1816092,Mahogany
951,Rainier,Bad,Yes,Gloss,Sitka Spruce,8.2,8.5,Figured Maple,7,5.5,175,215,90.95402299,Mahogany
952,Rainier,Bad,Yes,Gloss,Sitka Spruce,8.2,8.5,Figured Maple,7,5.5,174,216,90.95172414,Mahogany
953,Rainier,Bad,Yes,Gloss,Sitka Spruce,8.2,8.5,Figured Maple,7,5.5,176,214,90.95632184,Mahogany
954,Rainier,Bad,Yes,Gloss,Sitka Spruce,8.2,8.5,Figured Maple,7,5.5,175,217,91.4183908,Mahogany
955,Rainier,Bad,Yes,Gloss,Sitka Spruce,8.2,8.5,Figured Maple,7,5.5,173,218,91.1816092,Mahogany
956,Rainier,Bad,Yes,Gloss,Sitka Spruce,8.2,8.5,Macassar Ebony,7.1,5.8,175,215,90.95402299,Mahogany
957,Rainier,Bad,Yes,Gloss,Sitka Spruce,8.2,8.5,Macassar Ebony,7.1,5.8,174,216,90.95172414,Mahogany
958,Rainier,Bad,Yes,Gloss,Sitka Spruce,8.2,8.5,Macassar Ebony,7.1,5.8,176,214,90.95632184,Mahogany
959,Rainier,Bad,Yes,Gloss,Sitka Spruce,8.2,8.5,Macassar Ebony,7.1,5.8,175,217,91.4183908,Mahogany
960,Rainier,Bad,Yes,Gloss,Sitka Spruce,8.2,8.5,Macassar Ebony,7.1,5.8,173,218,91.1816092,Mahogany
961,Rainier,Good,Yes,Gloss,Sitka Spruce,8.2,8.5,Figured Koa,9.2,8.3,175,215,90.95402299,Mahogany
962,Rainier,Good,Yes,Gloss,Sitka Spruce,8.2,8.5,Figured Koa,9.2,8.3,174,216,90.95172414,Mahogany
963,Rainier,Good,Yes,Gloss,Sitka Spruce,8.2,8.5,Figured Koa,9.2,8.3,176,214,90.95632184,Mahogany
964,Rainier,Good,Yes,Gloss,Sitka Spruce,8.2,8.5,Figured Koa,9.2,8.3,175,217,91.4183908,Mahogany
965,Rainier,Good,Yes,Gloss,Sitka Spruce,8.2,8.5,Figured Koa,9.2,8.3,173,218,91.1816092,Mahogany
966,Rainier,Good,Yes,Gloss,Adirondack Spruce,8.4,8.5,Figured Myrtlewood,9.4,9,175,215,90.95402299,Myrtlewood
967,Rainier,Good,Yes,Gloss,Adirondack Spruce,8.4,8.5,Figured Myrtlewood,9.4,9,174,216,90.95172414,Myrtlewood
968,Rainier,Good,Yes,Gloss,Adirondack Spruce,8.4,8.5,Figured Myrtlewood,9.4,9,176,214,90.95632184,Myrtlewood
969,Rainier,Good,Yes,Gloss,Adirondack Spruce,8.4,8.5,Figured Myrtlewood,9.4,9,175,217,91.4183908,Myrtlewood
970,Rainier,Good,Yes,Gloss,Adirondack Spruce,8.4,8.5,Figured Myrtlewood,9.4,9,173,218,91.1816092,Myrtlewood
971,Rainier,Good,Yes,Gloss,Adirondack Spruce,8.4,8.5,Mahogany,9.2,8.1,175,215,90.95402299,Mahogany
972,Rainier,Good,Yes,Gloss,Adirondack Spruce,8.4,8.5,Mahogany,9.2,8.1,174,216,90.95172414,Mahogany
973,Rainier,Good,Yes,Gloss,Adirondack Spruce,8.4,8.5,Mahogany,9.2,8.1,176,214,90.95632184,Mahogany
974,Rainier,Good,Yes,Gloss,Adirondack Spruce,8.4,8.5,Mahogany,9.2,8.1,175,217,91.4183908,Mahogany
975,Rainier,Good,Yes,Gloss,Adirondack Spruce,8.4,8.5,Mahogany,9.2,8.1,173,218,91.1816092,Mahogany
976,Rainier,Good,Yes,Gloss,Adirondack Spruce,8.4,8.5,Indian Rosewood,9.3,7.6,175,215,90.95402299,Mahogany
977,Rainier,Good,Yes,Gloss,Adirondack Spruce,8.4,8.5,Indian Rosewood,9.3,7.6,174,216,90.95172414,Mahogany
978,Rainier,Good,Yes,Gloss,Adirondack Spruce,8.4,8.5,Indian Rosewood,9.3,7.6,176,214,90.95632184,Mahogany
979,Rainier,Good,Yes,Gloss,Adirondack Spruce,8.4,8.5,Indian Rosewood,9.3,7.6,175,217,91.4183908,Mahogany
980,Rainier,Good,Yes,Gloss,Adirondack Spruce,8.4,8.5,Indian Rosewood,9.3,7.6,173,218,91.1816092,Mahogany
981,Rainier,Bad,Yes,Gloss,Adirondack Spruce,8.4,8.5,Figured Maple,7,5.5,175,215,90.95402299,Mahogany
982,Rainier,Bad,Yes,Gloss,Adirondack Spruce,8.4,8.5,Figured Maple,7,5.5,174,216,90.95172414,Mahogany
983,Rainier,Bad,Yes,Gloss,Adirondack Spruce,8.4,8.5,Figured Maple,7,5.5,176,214,90.95632184,Mahogany
984,Rainier,Bad,Yes,Gloss,Adirondack Spruce,8.4,8.5,Figured Maple,7,5.5,175,217,91.4183908,Mahogany
985,Rainier,Bad,Yes,Gloss,Adirondack Spruce,8.4,8.5,Figured Maple,7,5.5,173,218,91.1816092,Mahogany
986,Rainier,Bad,Yes,Gloss,Adirondack Spruce,8.4,8.5,Macassar Ebony,7.1,5.8,175,215,90.95402299,Mahogany
987,Rainier,Bad,Yes,Gloss,Adirondack Spruce,8.4,8.5,Macassar Ebony,7.1,5.8,174,216,90.95172414,Mahogany
988,Rainier,Bad,Yes,Gloss,Adirondack Spruce,8.4,8.5,Macassar Ebony,7.1,5.8,176,214,90.95632184,Mahogany
989,Rainier,Bad,Yes,Gloss,Adirondack Spruce,8.4,8.5,Macassar Ebony,7.1,5.8,175,217,91.4183908,Mahogany
990,Rainier,Bad,Yes,Gloss,Adirondack Spruce,8.4,8.5,Macassar Ebony,7.1,5.8,173,218,91.1816092,Mahogany
991,Rainier,Good,Yes,Gloss,Adirondack Spruce,8.4,8.5,Figured Koa,9.2,8.3,175,215,90.95402299,Mahogany
992,Rainier,Good,Yes,Gloss,Adirondack Spruce,8.4,8.5,Figured Koa,9.2,8.3,174,216,90.95172414,Mahogany
993,Rainier,Good,Yes,Gloss,Adirondack Spruce,8.4,8.5,Figured Koa,9.2,8.3,176,214,90.95632184,Mahogany
994,Rainier,Good,Yes,Gloss,Adirondack Spruce,8.4,8.5,Figured Koa,9.2,8.3,175,217,91.4183908,Mahogany
995,Rainier,Good,Yes,Gloss,Adirondack Spruce,8.4,8.5,Figured Koa,9.2,8.3,173,218,91.1816092,Mahogany
996,Rainier,Good,Yes,Gloss,Sunken Redwood,8.1,10,Figured Myrtlewood,9.4,9,175,215,90.95402299,Myrtlewood
997,Rainier,Good,Yes,Gloss,Sunken Redwood,8.1,10,Figured Myrtlewood,9.4,9,174,216,90.95172414,Myrtlewood
998,Rainier,Good,Yes,Gloss,Sunken Redwood,8.1,10,Figured Myrtlewood,9.4,9,176,214,90.95632184,Myrtlewood
999,Rainier,Good,Yes,Gloss,Sunken Redwood,8.1,10,Figured Myrtlewood,9.4,9,175,217,91.4183908,Myrtlewood
1000,Rainier,Good,Yes,Gloss,Sunken Redwood,8.1,10,Figured Myrtlewood,9.4,9,173,218,91.1816092,Myrtlewood
1001,Rainier,Good,Yes,Gloss,Sunken Redwood,8.1,10,Mahogany,9.2,8.1,175,215,90.95402299,Mahogany
1002,Rainier,Good,Yes,Gloss,Sunken Redwood,8.1,10,Mahogany,9.2,8.1,174,216,90.95172414,Mahogany
1003,Rainier,Good,Yes,Gloss,Sunken Redwood,8.1,10,Mahogany,9.2,8.1,176,214,90.95632184,Mahogany
1004,Rainier,Good,Yes,Gloss,Sunken Redwood,8.1,10,Mahogany,9.2,8.1,175,217,91.4183908,Mahogany
1005,Rainier,Good,Yes,Gloss,Sunken Redwood,8.1,10,Mahogany,9.2,8.1,173,218,91.1816092,Mahogany
1006,Rainier,Good,Yes,Gloss,Sunken Redwood,8.1,10,Indian Rosewood,9.3,7.6,175,215,90.95402299,Mahogany
1007,Rainier,Good,Yes,Gloss,Sunken Redwood,8.1,10,Indian Rosewood,9.3,7.6,174,216,90.95172414,Mahogany
1008,Rainier,Good,Yes,Gloss,Sunken Redwood,8.1,10,Indian Rosewood,9.3,7.6,176,214,90.95632184,Mahogany
1009,Rainier,Good,Yes,Gloss,Sunken Redwood,8.1,10,Indian Rosewood,9.3,7.6,175,217,91.4183908,Mahogany
1010,Rainier,Good,Yes,Gloss,Sunken Redwood,8.1,10,Indian Rosewood,9.3,7.6,173,218,91.1816092,Mahogany
1011,Rainier,Bad,Yes,Gloss,Sunken Redwood,8.1,10,Figured Maple,7,5.5,175,215,90.95402299,Mahogany
1012,Rainier,Bad,Yes,Gloss,Sunken Redwood,8.1,10,Figured Maple,7,5.5,174,216,90.95172414,Mahogany
1013,Rainier,Bad,Yes,Gloss,Sunken Redwood,8.1,10,Figured Maple,7,5.5,176,214,90.95632184,Mahogany
1014,Rainier,Bad,Yes,Gloss,Sunken Redwood,8.1,10,Figured Maple,7,5.5,175,217,91.4183908,Mahogany
1015,Rainier,Bad,Yes,Gloss,Sunken Redwood,8.1,10,Figured Maple,7,5.5,173,218,91.1816092,Mahogany
1016,Rainier,Bad,Yes,Gloss,Sunken Redwood,8.1,10,Macassar Ebony,7.1,5.8,175,215,90.95402299,Mahogany
1017,Rainier,Bad,Yes,Gloss,Sunken Redwood,8.1,10,Macassar Ebony,7.1,5.8,174,216,90.95172414,Mahogany
1018,Rainier,Bad,Yes,Gloss,Sunken Redwood,8.1,10,Macassar Ebony,7.1,5.8,176,214,90.95632184,Mahogany
1019,Rainier,Bad,Yes,Gloss,Sunken Redwood,8.1,10,Macassar Ebony,7.1,5.8,175,217,91.4183908,Mahogany
1020,Rainier,Bad,Yes,Gloss,Sunken Redwood,8.1,10,Macassar Ebony,7.1,5.8,173,218,91.1816092,Mahogany
1021,Rainier,Good,Yes,Gloss,Sunken Redwood,8.1,10,Figured Koa,9.2,8.3,175,215,90.95402299,Mahogany
1022,Rainier,Good,Yes,Gloss,Sunken Redwood,8.1,10,Figured Koa,9.2,8.3,174,216,90.95172414,Mahogany
1023,Rainier,Good,Yes,Gloss,Sunken Redwood,8.1,10,Figured Koa,9.2,8.3,176,214,90.95632184,Mahogany
1024,Rainier,Good,Yes,Gloss,Sunken Redwood,8.1,10,Figured Koa,9.2,8.3,175,217,91.4183908,Mahogany
1025,Rainier,Good,Yes,Gloss,Sunken Redwood,8.1,10,Figured Koa,9.2,8.3,173,218,91.1816092,Mahogany
1026,Rainier,Good,Yes,Gloss,Western Red Cedar,8.2,10,Figured Myrtlewood,9.4,9,175,215,90.95402299,Myrtlewood
1027,Rainier,Good,Yes,Gloss,Western Red Cedar,8.2,10,Figured Myrtlewood,9.4,9,174,216,90.95172414,Myrtlewood
1028,Rainier,Good,Yes,Gloss,Western Red Cedar,8.2,10,Figured Myrtlewood,9.4,9,176,214,90.95632184,Myrtlewood
1029,Rainier,Good,Yes,Gloss,Western Red Cedar,8.2,10,Figured Myrtlewood,9.4,9,175,217,91.4183908,Myrtlewood
1030,Rainier,Good,Yes,Gloss,Western Red Cedar,8.2,10,Figured Myrtlewood,9.4,9,173,218,91.1816092,Myrtlewood
1031,Rainier,Good,Yes,Gloss,Western Red Cedar,8.2,10,Mahogany,9.2,8.1,175,215,90.95402299,Mahogany
1032,Rainier,Good,Yes,Gloss,Western Red Cedar,8.2,10,Mahogany,9.2,8.1,174,216,90.95172414,Mahogany
1033,Rainier,Good,Yes,Gloss,Western Red Cedar,8.2,10,Mahogany,9.2,8.1,176,214,90.95632184,Mahogany
1034,Rainier,Good,Yes,Gloss,Western Red Cedar,8.2,10,Mahogany,9.2,8.1,175,217,91.4183908,Mahogany
1035,Rainier,Good,Yes,Gloss,Western Red Cedar,8.2,10,Mahogany,9.2,8.1,173,218,91.1816092,Mahogany
1036,Rainier,Good,Yes,Gloss,Western Red Cedar,8.2,10,Indian Rosewood,9.3,7.6,175,215,90.95402299,Mahogany
1037,Rainier,Good,Yes,Gloss,Western Red Cedar,8.2,10,Indian Rosewood,9.3,7.6,174,216,90.95172414,Mahogany
1038,Rainier,Good,Yes,Gloss,Western Red Cedar,8.2,10,Indian Rosewood,9.3,7.6,176,214,90.95632184,Mahogany
1039,Rainier,Good,Yes,Gloss,Western Red Cedar,8.2,10,Indian Rosewood,9.3,7.6,175,217,91.4183908,Mahogany
1040,Rainier,Good,Yes,Gloss,Western Red Cedar,8.2,10,Indian Rosewood,9.3,7.6,173,218,91.1816092,Mahogany
1041,Rainier,Bad,Yes,Gloss,Western Red Cedar,8.2,10,Figured Maple,7,5.5,175,215,90.95402299,Mahogany
1042,Rainier,Bad,Yes,Gloss,Western Red Cedar,8.2,10,Figured Maple,7,5.5,174,216,90.95172414,Mahogany
1043,Rainier,Bad,Yes,Gloss,Western Red Cedar,8.2,10,Figured Maple,7,5.5,176,214,90.95632184,Mahogany
1044,Rainier,Bad,Yes,Gloss,Western Red Cedar,8.2,10,Figured Maple,7,5.5,175,217,91.4183908,Mahogany
1045,Rainier,Bad,Yes,Gloss,Western Red Cedar,8.2,10,Figured Maple,7,5.5,173,218,91.1816092,Mahogany
1046,Rainier,Bad,Yes,Gloss,Western Red Cedar,8.2,10,Macassar Ebony,7.1,5.8,175,215,90.95402299,Mahogany
1047,Rainier,Bad,Yes,Gloss,Western Red Cedar,8.2,10,Macassar Ebony,7.1,5.8,174,216,90.95172414,Mahogany
1048,Rainier,Bad,Yes,Gloss,Western Red Cedar,8.2,10,Macassar Ebony,7.1,5.8,176,214,90.95632184,Mahogany
1049,Rainier,Bad,Yes,Gloss,Western Red Cedar,8.2,10,Macassar Ebony,7.1,5.8,175,217,91.4183908,Mahogany
1050,Rainier,Bad,Yes,Gloss,Western Red Cedar,8.2,10,Macassar Ebony,7.1,5.8,173,218,91.1816092,Mahogany
1051,Rainier,Good,Yes,Gloss,Western Red Cedar,8.2,10,Figured Koa,9.2,8.3,175,215,90.95402299,Mahogany
1052,Rainier,Good,Yes,Gloss,Western Red Cedar,8.2,10,Figured Koa,9.2,8.3,174,216,90.95172414,Mahogany
1053,Rainier,Good,Yes,Gloss,Western Red Cedar,8.2,10,Figured Koa,9.2,8.3,176,214,90.95632184,Mahogany
1054,Rainier,Good,Yes,Gloss,Western Red Cedar,8.2,10,Figured Koa,9.2,8.3,175,217,91.4183908,Mahogany
1055,Rainier,Good,Yes,Gloss,Western Red Cedar,8.2,10,Figured Koa,9.2,8.3,173,218,91.1816092,Mahogany
1056,Rainier,Good,Yes,Gloss,Figured Myrtlewood,9.1,9.3,Figured Myrtlewood,9.4,9,175,215,90.95402299,Maple
1057,Rainier,Good,Yes,Gloss,Figured Myrtlewood,9.1,9.3,Figured Myrtlewood,9.4,9,174,216,90.95172414,Maple
1058,Rainier,Good,Yes,Gloss,Figured Myrtlewood,9.1,9.3,Figured Myrtlewood,9.4,9,176,214,90.95632184,Maple
1059,Rainier,Good,Yes,Gloss,Figured Myrtlewood,9.1,9.3,Figured Myrtlewood,9.4,9,175,217,91.4183908,Maple
1060,Rainier,Good,Yes,Gloss,Figured Myrtlewood,9.1,9.3,Figured Myrtlewood,9.4,9,173,218,91.1816092,Maple
1061,Rainier,Good,Yes,Gloss,Mahogany,8.9,7.9,Mahogany,9.2,8.1,175,215,90.95402299,Mahogany
1062,Rainier,Good,Yes,Gloss,Mahogany,8.9,7.9,Mahogany,9.2,8.1,174,216,90.95172414,Mahogany
1063,Rainier,Good,Yes,Gloss,Mahogany,8.9,7.9,Mahogany,9.2,8.1,176,214,90.95632184,Mahogany
1064,Rainier,Good,Yes,Gloss,Mahogany,8.9,7.9,Mahogany,9.2,8.1,175,217,91.4183908,Mahogany
1065,Rainier,Good,Yes,Gloss,Mahogany,8.9,7.9,Mahogany,9.2,8.1,173,218,91.1816092,Mahogany
1066,Possession,Good,Yes,Gloss,Sitka Spruce,8.2,7.5,Figured Myrtlewood,9.4,9,182,226,108.9210526,Myrtlewood
1067,Possession,Good,Yes,Gloss,Sitka Spruce,8.2,7.5,Figured Myrtlewood,9.4,9,183,227,109.4552632,Myrtlewood
1068,Possession,Good,Yes,Gloss,Sitka Spruce,8.2,7.5,Figured Myrtlewood,9.4,9,184,228,109.9894737,Myrtlewood
1069,Possession,Good,Yes,Gloss,Sitka Spruce,8.2,7.5,Figured Myrtlewood,9.4,9,185,229,110.5236842,Myrtlewood
1070,Possession,Good,Yes,Gloss,Sitka Spruce,8.2,7.5,Figured Myrtlewood,9.4,9,186,230,111.0578947,Myrtlewood
1071,Possession,Good,Yes,Gloss,Sitka Spruce,8.2,7.5,Mahogany,9,6.7,182,226,108.9210526,Mahogany
1072,Possession,Good,Yes,Gloss,Sitka Spruce,8.2,7.5,Mahogany,9,6.7,183,227,109.4552632,Mahogany
1073,Possession,Bad,Yes,Gloss,Sitka Spruce,8.2,7.5,Mahogany,9,6.7,184,228,109.9894737,Mahogany
1074,Possession,Bad,Yes,Gloss,Sitka Spruce,8.2,7.5,Mahogany,9,6.7,185,229,110.5236842,Mahogany
1075,Possession,Bad,Yes,Gloss,Sitka Spruce,8.2,7.5,Mahogany,9,6.7,186,230,111.0578947,Mahogany
1076,Possession,Bad,Yes,Gloss,Sitka Spruce,8.2,7.5,Indian Rosewood,9,6.1,182,226,108.9210526,Mahogany
1077,Possession,Bad,Yes,Gloss,Sitka Spruce,8.2,7.5,Indian Rosewood,9,6.1,183,227,109.4552632,Mahogany
1078,Possession,Bad,Yes,Gloss,Sitka Spruce,8.2,7.5,Indian Rosewood,9,6.1,184,228,109.9894737,Mahogany
1079,Possession,Bad,Yes,Gloss,Sitka Spruce,8.2,7.5,Indian Rosewood,9,6.1,185,229,110.5236842,Mahogany
1080,Possession,Bad,Yes,Gloss,Sitka Spruce,8.2,7.5,Indian Rosewood,9,6.1,186,230,111.0578947,Mahogany
1081,Possession,Bad,Yes,Gloss,Sitka Spruce,8.2,7.5,Figured Maple,7.2,6.1,182,226,108.9210526,Mahogany
1082,Possession,Bad,Yes,Gloss,Sitka Spruce,8.2,7.5,Figured Maple,7.2,6.1,183,227,109.4552632,Mahogany
1083,Possession,Bad,Yes,Gloss,Sitka Spruce,8.2,7.5,Figured Maple,7.2,6.1,184,228,109.9894737,Mahogany
1084,Possession,Bad,Yes,Gloss,Sitka Spruce,8.2,7.5,Figured Maple,7.2,6.1,185,229,110.5236842,Mahogany
1085,Possession,Bad,Yes,Gloss,Sitka Spruce,8.2,7.5,Figured Maple,7.2,6.1,186,230,111.0578947,Mahogany
1086,Possession,Bad,Yes,Gloss,Sitka Spruce,8.2,7.5,Macassar Ebony,6.3,3.1,182,226,108.9210526,Mahogany
1087,Possession,Bad,Yes,Gloss,Sitka Spruce,8.2,7.5,Macassar Ebony,6.3,3.1,183,227,109.4552632,Mahogany
1088,Possession,Bad,Yes,Gloss,Sitka Spruce,8.2,7.5,Macassar Ebony,6.3,3.1,184,228,109.9894737,Mahogany
1089,Possession,Bad,Yes,Gloss,Sitka Spruce,8.2,7.5,Macassar Ebony,6.3,3.1,185,229,110.5236842,Mahogany
1090,Possession,Bad,Yes,Gloss,Sitka Spruce,8.2,7.5,Macassar Ebony,6.3,3.1,186,230,111.0578947,Mahogany
1091,Possession,Good,Yes,Gloss,Sitka Spruce,8.2,7.5,Figured Koa,9.2,7.2,182,226,108.9210526,Mahogany
1092,Possession,Good,Yes,Gloss,Sitka Spruce,8.2,7.5,Figured Koa,9.2,8,183,227,109.4552632,Mahogany
1093,Possession,Good,Yes,Gloss,Sitka Spruce,8.2,7.5,Figured Koa,9.2,8,184,228,109.9894737,Mahogany
1094,Possession,Good,Yes,Gloss,Sitka Spruce,8.2,7.5,Figured Koa,9.2,8,185,229,110.5236842,Mahogany
1095,Possession,Good,Yes,Gloss,Sitka Spruce,8.2,7.5,Figured Koa,9.2,8,186,230,111.0578947,Mahogany
1096,Possession,Good,Yes,Gloss,Adirondack Spruce,8.4,8,Figured Myrtlewood,9.4,9,182,226,108.9210526,Myrtlewood
1097,Possession,Good,Yes,Gloss,Adirondack Spruce,8.4,8,Figured Myrtlewood,9.4,9,183,227,109.4552632,Myrtlewood
1098,Possession,Good,Yes,Gloss,Adirondack Spruce,8.4,8,Figured Myrtlewood,9.4,9,184,228,109.9894737,Myrtlewood
1099,Possession,Good,Yes,Gloss,Adirondack Spruce,8.4,8,Figured Myrtlewood,9.4,9,185,229,110.5236842,Myrtlewood
1100,Possession,Good,Yes,Gloss,Adirondack Spruce,8.4,8,Figured Myrtlewood,9.4,9,186,230,111.0578947,Myrtlewood
1101,Possession,Good,Yes,Gloss,Adirondack Spruce,8.4,8,Mahogany,9,6.7,182,226,108.9210526,Mahogany
1102,Possession,Good,Yes,Gloss,Adirondack Spruce,8.4,8,Mahogany,9,6.7,183,227,109.4552632,Mahogany
1103,Possession,Good,Yes,Gloss,Adirondack Spruce,8.4,8,Mahogany,9,6.7,184,228,109.9894737,Mahogany
1104,Possession,Good,Yes,Gloss,Adirondack Spruce,8.4,8,Mahogany,9,6.7,185,229,110.5236842,Mahogany
1105,Possession,Good,Yes,Gloss,Adirondack Spruce,8.4,8,Mahogany,9,6.7,186,230,111.0578947,Mahogany
1106,Possession,Good,Yes,Gloss,Adirondack Spruce,8.4,8,Indian Rosewood,9,6.1,182,226,108.9210526,Mahogany
1107,Possession,Good,Yes,Gloss,Adirondack Spruce,8.4,8,Indian Rosewood,9,6.1,183,227,109.4552632,Mahogany
1108,Possession,Good,Yes,Gloss,Adirondack Spruce,8.4,8,Indian Rosewood,9,6.1,184,228,109.9894737,Mahogany
1109,Possession,Bad,Yes,Gloss,Adirondack Spruce,8.4,8,Indian Rosewood,9,6.1,185,229,110.5236842,Mahogany
1110,Possession,Bad,Yes,Gloss,Adirondack Spruce,8.4,8,Indian Rosewood,9,6.1,186,230,111.0578947,Mahogany
1111,Possession,Bad,Yes,Gloss,Adirondack Spruce,8.4,8,Figured Maple,7.2,6.1,182,226,108.9210526,Mahogany
1112,Possession,Bad,Yes,Gloss,Adirondack Spruce,8.4,8,Figured Maple,7.2,6.1,183,227,109.4552632,Mahogany
1113,Possession,Bad,Yes,Gloss,Adirondack Spruce,8.4,8,Figured Maple,7.2,6.1,184,228,109.9894737,Mahogany
1114,Possession,Bad,Yes,Gloss,Adirondack Spruce,8.4,8,Figured Maple,7.2,6.1,185,229,110.5236842,Mahogany
1115,Possession,Bad,Yes,Gloss,Adirondack Spruce,8.4,8,Figured Maple,7.2,6.1,186,230,111.0578947,Mahogany
1116,Possession,Bad,Yes,Gloss,Adirondack Spruce,8.4,8,Macassar Ebony,6.3,3.1,182,226,108.9210526,Mahogany
1117,Possession,Bad,Yes,Gloss,Adirondack Spruce,8.4,8,Macassar Ebony,6.3,3.1,183,227,109.4552632,Mahogany
1118,Possession,Bad,Yes,Gloss,Adirondack Spruce,8.4,8,Macassar Ebony,6.3,3.1,184,228,109.9894737,Mahogany
1119,Possession,Bad,Yes,Gloss,Adirondack Spruce,8.4,8,Macassar Ebony,6.3,3.1,185,229,110.5236842,Mahogany
1120,Possession,Bad,Yes,Gloss,Adirondack Spruce,8.4,8,Macassar Ebony,6.3,3.1,186,230,111.0578947,Mahogany
1121,Possession,Good,Yes,Gloss,Adirondack Spruce,8.4,8,Figured Koa,9.2,7.2,182,226,108.9210526,Mahogany
1122,Possession,Good,Yes,Gloss,Adirondack Spruce,8.4,8,Figured Koa,9.2,8,183,227,109.4552632,Mahogany
1123,Possession,Good,Yes,Gloss,Adirondack Spruce,8.4,8,Figured Koa,9.2,8,184,228,109.9894737,Mahogany
1124,Possession,Good,Yes,Gloss,Adirondack Spruce,8.4,8,Figured Koa,9.2,8,185,229,110.5236842,Mahogany
